NOM_LIEU,DEP,COMMUNE,CODE_INSEE,CODE_POSTAL,RAYONNEMENT,GPE_800M,GPE_STATION,GPE_LIGNE,CARTO_BIB,BIB_RECENT2000,BIB_OUV_DIM,BIB_SURFM2,BIB_GESTION,BIB_CODE_OBS_LIVRE,CARTO_CINEMA,CINE_TYPE,CINE_NBRE_ECRAN,CARTO_MUSEE,MUSEE_TYPE,CENTRE_INTERPRETATION,CARTO_EXPO,EXPO_TYPE,EXPO_TRAM,CARTO_PATRIMOINE,MAISON_ILLUSTRES,CARTO_SPECTACLE,SPECT_TYPE,RES_G20_T,RES_ACTES_IF,CARTO_ENSEIGNEMENT,ENS_SUP_CULTURE,CARTO_PRATIQUES_AMATEURS,PRATIQUES_AMATEURS,CARTO_FREQ,FREQ_2013,ARCHIVES,N_VOIE,C_SUF1,C_SUF2,C_SUF3,C_DESI,C_LIAISON,L_VOIE,N_SQ_EP,C_NIV1,C_NIV2,C_NIV3,COORD_X,COORD_Y
Espace des Blancs Manteaux,75.0,Paris 4e Arrondissement,75104.0,75004.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14.0,,,,48.0,,,,RUE,,VIEILLE DU TEMPLE,752002130.0,10.0,106.0,10614.0,6529248651.0,6862216275.0
Espace Electra,75.0,Paris 7e Arrondissement,75107.0,75007.0,2.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,6.0,,,,RUE,,RECAMIER,752003589.0,13.0,133.0,13321.0,6506948548.0,6861578436.0
Espace Jemmapes,75.0,Paris 10e Arrondissement,75110.0,75010.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,116.0,,,,QU,,JEMMAPES,752003974.0,13.0,133.0,13313.0,6533365956.0,6864057711.0
Espace Kiron,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,10.0,,,,RUE,,LA VACQUERIE,752003776.0,13.0,133.0,13312.0,6548891598.0,6862182277.0
Espace Krajcberg,75.0,Paris 15e Arrondissement,75115.0,75015.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,21.0,,,,AV,DU,MAINE,753000047.0,13.0,133.0,13321.0,6501481426.0,686059351.0
Espace Louis Vuitton,75.0,Paris 8e Arrondissement,75108.0,75008.0,2.0,Non,,,,,,,,,,,,,,,Oui,autres,1,,,,,,,,,,,,,,101.0,,,,AV,DES,CHAMPS ELYSEES,753000925.0,13.0,133.0,13321.0,6486899794.0,6863744583.0
Espace Maurice Fleuret Conservatoire National de Musique,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,209.0,,,,AV,,JEAN JAURES,753000366.0,13.0,133.0,13313.0,6553668587.0,6865576909.0
Espace Oxygne - Danse,75.0,Paris 20e Arrondissement,75120.0,75020.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,6.0,,,,IMP,,CORDON-BOUSSARD,753000965.0,13.0,132.0,13211.0,655787526.0,6863014158.0
Espace Paris Plaine,75.0,Paris 15e Arrondissement,75115.0,75015.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,thtre de ville,,,,,,,,,,13.0,,,,RUE,,GENERAL GUILLAUMAT,752003811.0,13.0,133.0,13312.0,6481210669.0,6858895987.0
Espace Pleiade de la Danse,75.0,Paris 18e Arrondissement,75118.0,75018.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,14.0,,,,,,9.0,,,,RUE,,GUADELOUPE,751007740.0,10.0,103.0,10315.0,6532017802.0,6865814271.0
Espace Topographie de l'Art,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,15.0,,,,RUE,DE,THORIGNY,753000691.0,13.0,133.0,13321.0,6533124168.0,6862434323.0
Espace Valeyre,75.0,Paris 9e Arrondissement,75109.0,75009.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,24.0,,,,RUE,DE,ROCHECHOUART,753000097.0,13.0,133.0,13312.0,6519620362.0,6864415479.0
Espace Villa d'Orlans - Danse,75.0,Paris 14e Arrondissement,75114.0,75014.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,3.0,,,,VLA,D',ORLEANS,753000633.0,13.0,132.0,13211.0,6507237247.0,6858937503.0
Fdration Sports et Danse de France et danse de Loisir - Danse,75.0,Paris 4e Arrondissement,75104.0,75004.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,40.0,,,,RUE,,QUINCAMPOIX,753000643.0,13.0,132.0,13211.0,6523461835.0,6862506085.0
Filippini Noele,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,12.0,,,,RUE,D',ALIGRE,753000247.0,13.0,132.0,13211.0,6543298048.0,6861092083.0
Fondation Cartier pour l'Art Contemporain,75.0,Paris 14e Arrondissement,75114.0,75014.0,1.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,Oui,303030.0,,261.0,,,,BD,,RASPAIL,752003619.0,13.0,133.0,13321.0,6509340081.0,6859933974.0
Fondation d'Entreprise Ricard,75.0,Paris 8e Arrondissement,75108.0,75008.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,12.0,,,,RUE,,BOISSY D'ANGLAS,753001138.0,13.0,133.0,13321.0,6502413285.0,6863368471.0
Fondation Henri Cartier Breson,75.0,Paris 14e Arrondissement,75114.0,75014.0,1.0,Non,,,,,,,,,,,,,,photographie,Oui,photographie,,,,,,,,,,,,,,,2.0,,,,IMP,,LEBOUIS,752003617.0,13.0,133.0,13321.0,6502186907.0,6859848472.0
Fondation Jrme Seydoux-Path,75.0,Paris 13e Arrondissement,75113.0,75013.0,2.0,Non,,,,,,,,,,,,,,cinma,Oui,cinma,,,,,,,,,,,,,,,73.0,,,,AVE,DES,GOBELINS,753003465.0,13.0,133.0,13321.0,6526023395.0,6859444537.0
Fondation Louis Vuitton,75.0,Paris 16e Arrondissement,75116.0,75016.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,8.0,,X,,AV,DU,MAHATMA GANDHI,753003333.0,13.0,133.0,13313.0,645985467.0,6864295902.0
Fondation Louis Vuitton,75.0,Paris 16e Arrondissement,75116.0,75016.0,1.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,8.0,,X,,AV,DU,MAHATMA GANDHI,753002096.0,13.0,133.0,13321.0,645985467.0,6864295902.0
Fondation Louis Vuitton,75.0,Paris 16e Arrondissement,75116.0,75016.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14.0,Oui,700000.0,,8.0,,X,,AV,DU,MAHATMA GANDHI,753002082.0,13.0,134.0,13417.0,645985467.0,6864295902.0
Fondation Mona Bismarck,75.0,Paris 16e Arrondissement,75116.0,75016.0,3.0,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,34.0,,,,AV,,NEW YORK,752003638.0,13.0,133.0,13311.0,6482654673.0,6862782132.0
Fondation Pierre Berge - Yves Saint-Laurent,75.0,Paris 16e Arrondissement,75116.0,75016.0,3.0,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,1.0,,,,RUE,,LEONCE REYNAUD,752003636.0,13.0,133.0,13311.0,6486065805.0,6863076725.0
FRAC Ile de France - Le Plateau,75.0,Paris 19e Arrondissement,75119.0,75019.0,1.0,Non,,,,,,,,,,,,,,,Oui,centre d'art,1,,,,,,,,,,,,,,,,,,PL,,HANNAH ARENDT,752003654.0,13.0,133.0,13321.0,6549241824.0,6864382624.0
G B Agency,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,18.0,,,,RUE,DES,QUATRE FILS,753000697.0,13.0,133.0,13321.0,6530049094.0,6862496038.0
Galerie des Bibliothques,75.0,Paris 4e Arrondissement,75104.0,75004.0,2.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,22.0,,,,RUE,,MALHER,753001163.0,13.0,133.0,13321.0,6531513957.0,6862038854.0
Galerie Immanence,75.0,Paris 15e Arrondissement,75115.0,75015.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,1,,,,,,,,,,,,,,21.0,,,,AV,,MAINE,753002065.0,13.0,133.0,13321.0,6501481436.0,686059351.0
Galeries Nationales du Grand Palais,75.0,Paris 8e Arrondissement,75108.0,75008.0,1.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,Oui,1423626.0,,3.0,,,,AV,,GENERAL EISENHOWER,752003594.0,13.0,133.0,13321.0,6495794919.0,6863237103.0
Gimpel et Mller,75.0,Paris 6e Arrondissement,75106.0,75006.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,12.0,,,,RUE,,GUENEGAUD,753001395.0,13.0,133.0,13321.0,6514439211.0,6861930345.0
Grand Palais,75.0,Paris 8e Arrondissement,75108.0,75008.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,1542017.0,,7.0,,,,AV,,AVENUE WINSTON CHURCHILL,751001359.0,24.0,241.0,24111.0,6496158038.0,6863111428.0
Grande Halle de la Villette,75.0,Paris 19e Arrondissement,75119.0,75019.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,5.0,,,,PL,,FONTAINE AUX LIONS,751005505.0,13.0,133.0,13313.0,655376256.0,6865713068.0
Groov'en Scne Projet Musical,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,67.0,,,,RUE,,COMPANS,753000769.0,13.0,132.0,13211.0,6553698909.0,6864542445.0
Gutenberg et Compagnie,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,37.0,b,,,RUE,DE,MONTREUIL,753000056.0,13.0,134.0,13413.0,6550319944.0,6861335417.0
Halle aux Farines,75.0,Paris 13e Arrondissement,75113.0,75013.0,1.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,2.0,,,,RUE,,MARGUERITE DURAS,753001137.0,13.0,133.0,13321.0,654559177.0,6858930354.0
Halle Saint-Pierre,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,2.0,,,,RUE,,RONSARD,752003653.0,13.0,133.0,13321.0,6519206162.0,6865143074.0
Havanueva - Danse,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,95.0,,,,RUE,DU,FAUBOURG SAINT-ANTOINE,753000844.0,13.0,132.0,13211.0,6541721238.0,6861460984.0
Heart point - Danse,75.0,Paris 20e Arrondissement,75120.0,75020.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,10.0,,,,VLA,,RIBEROLLE,753000966.0,13.0,132.0,13211.0,6557520415.0,6862137798.0
Hippy Dippy Gypsy - Danse,75.0,Paris 9e Arrondissement,75109.0,75009.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,7.0,,,,RUE,,CARDINAL MERCIER,753001047.0,13.0,132.0,13211.0,6508310936.0,686478268.0
Htel Gouthire,75.0,Paris 10e Arrondissement,75110.0,75010.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,6.0,,,,RUE,,PIERRE BULLET,753001104.0,13.0,133.0,13312.0,6529278662.0,6863711178.0
IDFP Studio des Rigoles - Danse,75.0,Paris 20e Arrondissement,75120.0,75020.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,46.0,,,,RUE,DES,RIGOLES,753000664.0,13.0,132.0,13211.0,6554291289.0,6863802069.0
Iinstitut de Recherche et de Formation Acoustique Musique,75.0,Paris 4e Arrondissement,75104.0,75004.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,14.0,,,,,,1.0,,,,PL,,STRAVINSKY,750000004.0,10.0,103.0,10315.0,6523393174.0,6862350692.0
In Situ Fabienne Leclerc,75.0,Paris 6e Arrondissement,75106.0,75006.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,6.0,,,,RUE,DU,PONT DE LODI,753000703.0,13.0,133.0,13321.0,6515794694.0,6861898401.0
Institut culturel Nerlandais,75.0,Paris 7e Arrondissement,75107.0,75007.0,2.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,121.0,,,,RUE,DE,LILLE,753001127.0,13.0,133.0,13321.0,6500960546.0,6862588477.0
Institut de cration et d'animation numrique,75.0,Paris 12e Arrondissement,75112.0,75012.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,21.0,,,,RUE,,ERARD,753003353.0,10.0,103.0,10315.0,6549147957.0,6860855518.0
Institut de Culture Musicale,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,34.0,,,,RUE,,JEAN COTTIN,753000768.0,13.0,132.0,13211.0,6532762444.0,6866393773.0
Institut de Formation Professionnelle Rick-odums,75.0,Paris 9e Arrondissement,75109.0,75009.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,14.0,,,,,,54.0,,A,,RUE,,CLICHY,751007539.0,10.0,103.0,10315.0,6508242694.0,6864730046.0
Institut des Cultures d'Islam,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,19.0,,,,RUE,,LEON,752004051.0,13.0,133.0,13313.0,6525880424.0,6865502306.0
Institut d'Etudes Suprieures des Arts,75.0,Paris 1er Arrondissement,75101.0,75001.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,5.0,,,,AV,,OPERA,751007789.0,10.0,103.0,10315.0,6511853731.0,6862956261.0
Institut du Monde Arabe,75.0,Paris 5e Arrondissement,75105.0,75005.0,1.0,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,260000.0,,1.0,,,,RUE,,FOSSES SAINT-BERNARD,752003548.0,13.0,133.0,13311.0,6528039769.0,6861199702.0
Institut du Monde Arabe,75.0,Paris 5e Arrondissement,75105.0,75005.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14.0,,,,1.0,,,,RUE,DES,FOSSES SAINT-BERNARD,753000127.0,13.0,134.0,13417.0,652803977.0,6861199702.0
Institut International de Danse Janine Stanlowa - Danse,75.0,Paris 8e Arrondissement,75108.0,75008.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,129.0,,,,BD,,HAUSSMANN,753000992.0,13.0,132.0,13211.0,649643512.0,6864109986.0
Institut International de Danse Janine-Stanlowa,75.0,Paris 8e Arrondissement,75108.0,75008.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,14.0,,,,,,252.0,,,,RUE,,FAUBOURG SAINT-HONORE,751007859.0,10.0,103.0,10315.0,6487342795.0,6864329281.0
Institut Matrangoni,75.0,Paris 8e Arrondissement,75108.0,75008.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,48.0,,,,RUE,DE,MIROMESNIL,753003423.0,10.0,103.0,10314.0,6498292932.0,6864051568.0
Institut Musical Suzuki Paris,75.0,Paris 13e Arrondissement,75113.0,75013.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,14.0,,,,RUE,,FAGON,753000242.0,13.0,132.0,13211.0,6528236527.0,6859368842.0
Institut National du Patrimoine,75.0,Paris 2e Arrondissement,75102.0,75002.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,21.0,,,,,,2.0,,,,RUE,,VIVIENNE,750000002.0,10.0,103.0,10312.0,6514981803.0,6863144045.0
Institut Priv de Formation pour l'Enseignement de la Danse Contemporaine,75.0,Paris 18e Arrondissement,75118.0,75018.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,14.0,,,,,,104.0,,,,BD,,CLICHY,751007670.0,10.0,103.0,10315.0,6509668542.0,6865129343.0
Institut Superieur de la Communication et de l'Audiovisuel,75.0,Paris 10e Arrondissement,75110.0,75010.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,12.0,,,,RUE,,ALEXANDRE PARODI,751007553.0,10.0,103.0,10315.0,6534821028.0,6864607893.0
Instituto Cultural de Mxico,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,119.0,,,,RUE,,VIEILLE DU TEMPLE,753000878.0,13.0,133.0,13321.0,6532346588.0,6862520083.0
International Visual Thtre,75.0,Paris 9e Arrondissement,75109.0,75009.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,7.0,,,,CITE,,CHAPTAL,753000175.0,13.0,133.0,13312.0,651092829.0,6864808001.0
ISAAC Ecole de Musique Latine,75.0,Paris 20e Arrondissement,75120.0,75020.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,10.0,,,,RUE,,BOYER,753000240.0,13.0,132.0,13211.0,6554520451.0,6863226985.0
ISART Digital,75.0,Paris 11e Arrondissement,75111.0,75011.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,2.0,,,,RUE,,ROQUETTE,753003354.0,10.0,103.0,10314.0,6538078236.0,6861662613.0
ITECOM art design,75.0,Paris 2e Arrondissement,75103.0,75003.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,12.0,,,,RUE,DU,QUATRE SEPTEMBRE,753003351.0,10.0,103.0,10314.0,6514006738.0,6863482653.0
Jardin d'agronomie Tropicale,75.0,Paris 12e Arrondissement,75112.0,,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753002415.0,15.0,152.0,15211.0,660956976.0,6859472911.0
Jeu de Paume Site Concorde,75.0,Paris 1er Arrondissement,75101.0,75001.0,1.0,Non,,,,,,,,,,,,,,,Oui,centre d'art,1,,,,,,,,,,,,,,1.0,,,,PL,,CONCORDE,752003513.0,13.0,133.0,13321.0,6503502241.0,6863096842.0
Jousse Entreprise,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,6.0,,,,RUE,,SAINT-CLAUDE,753000706.0,13.0,133.0,13321.0,6535375059.0,686242181.0
Jousse Entreprise,75.0,Paris 6e Arrondissement,75106.0,75006.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,18.0,,,,RUE,DE,SEINE,753001288.0,13.0,133.0,13321.0,6513211522.0,6861980792.0
Kadist Art Foundation,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,19.0,b,,,RUE,DES,TROIS FRERES,753001139.0,13.0,133.0,13321.0,6516788824.0,6865144992.0
Kamel Nemours,75.0,Paris 6e Arrondissement,75106.0,75006.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,47.0,,,,RUE,,SAINT-ANDRE DES ARTS,753000712.0,13.0,133.0,13321.0,6515664014.0,6861689072.0
Karsten Greve,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,5.0,,,,RUE,,DEBELLEYME,753000876.0,13.0,133.0,13321.0,6533289707.0,6862466224.0
L Noujoum Danses Orientales - Danse,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,30.0,,,,RUE,,SEDAINE,753000845.0,13.0,132.0,13211.0,6540115879.0,6861987407.0
La Bellevilloise,75.0,Paris 20e Arrondissement,75120.0,75020.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,21.0,,,,RUE,,BOYER,752004114.0,13.0,133.0,13313.0,6554111545.0,686332563.0
La Boule Noire,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,120.0,,,,BD,,ROCHECHOUART,752004102.0,13.0,133.0,13313.0,651610047.0,6864900609.0
La Camilienne Thtre,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,12.0,,,,RUE,,MEUNIERS,752003790.0,13.0,133.0,13312.0,6558569881.0,6859451684.0
La Cartoucherie Thtre de la Tempte,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,4.0,,,,CAR,,PYRAMIDE,752003878.0,13.0,133.0,13312.0,6595555666.0,685972554.0
La Cartoucherie Thtre de l'Aquarium,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,4.0,,,,CAR,,PYRAMIDE,752003880.0,13.0,133.0,13312.0,6596293855.0,6859630289.0
La Cartoucherie Thtre de l'Epe de Bois,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,4.0,,,,CAR,,PYRAMIDE,752003879.0,13.0,133.0,13312.0,6595420728.0,685957552.0
La Cartoucherie Thtre du Chaudron,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,4.0,,,,CAR,,PYRAMIDE,752003877.0,13.0,133.0,13312.0,6596424824.0,6859598936.0
La Cartoucherie Thtre du Soleil,75.0,Paris 12e Arrondissement,75112.0,75012.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,4.0,,,,CAR,,PYRAMIDE,752003881.0,13.0,133.0,13312.0,6596147011.0,6859714427.0
La Casa Del Tango - Danse,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,11.0,,,,ALL,,DARIUS MILHAUD,753000680.0,13.0,132.0,13211.0,654967422.0,686502239.0
La Chapelle des Lombards,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,19.0,,,,RUE,,LAPPE,752004008.0,13.0,133.0,13313.0,6539617452.0,6861712602.0
La Cible,75.0,Paris 9e Arrondissement,75109.0,75009.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,62.0,b,,,RUE,,JEAN-BAPTISTE PIGALLE,753000174.0,13.0,133.0,13312.0,6513633413.0,686482569.0
La Cigale,75.0,Paris 18e Arrondissement,75118.0,75018.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,120.0,,,,BD,,ROCHECHOUART,752004101.0,13.0,133.0,13313.0,651610047.0,6864900609.0
La Douane,75.0,Paris 10e Arrondissement,75110.0,75010.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,11.0,,,,RUE,,LEON JOUHAUX,753001222.0,13.0,133.0,13321.0,6534116596.0,686345192.0
La Factory Afropen Dorea Laszlo,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,35.0,,,,RUE,DES,ABBESSES,753000237.0,13.0,132.0,13211.0,6513767878.0,6865201529.0
La Gait Lyrique,75.0,Paris 3e Arrondissement,75103.0,75003.0,1.0,Non,,,,,,,,,,,,Oui,,numrique,Oui,numrique,,,,,,,,,,,,,,,3.0,b,,,RUE,,PAPIN,753001419.0,13.0,133.0,13321.0,6525804194.0,6863171974.0
La Gnrale,75.0,Paris 11e Arrondissement,75111.0,75011.0,2.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,1,,,,,,,,14.0,,,,AV,,PARMENTIER,753002031.0,13.0,133.0,13313.0,6544698989.0,686234732.0
La Gode,75.0,Paris 19e Arrondissement,75119.0,75019.0,1.0,Non,,,,,,,,,Oui,gnraliste,1.0,,,,,,,,,,,,,,,,,,,,26.0,,,,AV,,CORENTIN CARIOU,753002689.0,13.0,136.0,13611.0,6548619941.0,6866410464.0
La Grande Comedie,75.0,Paris 9e Arrondissement,75109.0,75009.0,2.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,40.0,,,,RUE,,CLICHY,752003730.0,13.0,133.0,13312.0,650819738.0,6864588504.0
La Joie de la Danse - Danse,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,15.0,,,,PAS,,SAINT-SEBASTIEN,753000846.0,13.0,132.0,13211.0,6538273672.0,6862632033.0
La Loge,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,1,,,,,,,,77.0,,,,RUE,,CHARONNE,752003764.0,13.0,133.0,13313.0,6546161157.0,6861716087.0
La Machine,75.0,Paris 18e Arrondissement,75118.0,75018.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,90.0,,,,BD,,CLICHY,752004085.0,13.0,133.0,13313.0,6510261118.0,6865107844.0
La Maison de la Posie,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,161.0,,,,RUE,,SAINT-MARTIN,752003681.0,13.0,133.0,13312.0,6524522419.0,6862667175.0
La Maison des frres Goncourt (laison des Ecrivains),75.0,Paris 16e Arrondissement,75116.0,75016.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,67.0,,,,BD,DE,montmorency,753002058.0,13.0,133.0,13321.0,6458594235.0,6861434585.0
La Maison Rouge - Fondation Antoine de Galbert,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,1,,,,,,,,,,,,,,10.0,,,,BD,,BASTILLE,752003610.0,13.0,133.0,13321.0,6535812726.0,6860986596.0
La Maroquinerie,75.0,Paris 20e Arrondissement,75120.0,75020.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,23.0,,,,RUE,,BOYER,752004124.0,13.0,133.0,13313.0,6554070602.0,6863340879.0
La Mutualit,75.0,Paris 5e Arrondissement,75105.0,75005.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,24.0,,,,RUE,,SAINT-VICTOR,752003931.0,13.0,133.0,13313.0,6523374644.0,6861151074.0
La Patchanga - Danse,75.0,Paris 14e Arrondissement,75114.0,75014.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,8.0,,,,RUE,,VANDAMME,753000634.0,13.0,132.0,13211.0,6503112234.0,686016702.0
